projectandfeature,methodname,totaltraces,truetraces,precision,recall
BattleOfTanks-red_p2,Classic vector model,1,1,1.0,1.0
BattleOfTanks-p2_rot_bleep1,Classic vector model,1,1,1.0,1.0
BattleOfTanks-mov_0,Classic vector model,2,2,1.0,1.0
BattleOfTanks-p1_mov_beep1,Classic vector model,1,1,1.0,1.0
BattleOfTanks-p1_rot_cork,Classic vector model,1,1,1.0,1.0
BattleOfTanks-blue_white,Classic vector model,1,1,1.0,1.0
BattleOfTanks-p2_rot_cork,Classic vector model,1,1,1.0,1.0
Email_JML-verify,Extended boolean,5,2,0.4,1.0
BattleOfTanks-p2_mov_horn,BM25,1,1,1.0,1.0
BattleOfTanks-p2_rot_siren_1,Classic vector model,1,1,1.0,1.0
BattleOfTanks-green_tier2_p1,BM25,1,1,1.0,1.0
BattleOfTanks-yellow_tier1_p1,Classic vector model,1,1,1.0,1.0
BattleOfTanks-portal,Classic vector model,1,1,1.0,1.0
Email_JML-encrypt,Neural networks,5,2,0.4,1.0
BattleOfTanks-blue_flower,BM25,1,1,1.0,1.0
BattleOfTanks-black_p2,Classic vector model,1,1,1.0,1.0
BattleOfTanks-star_oval_small,Classic vector model,1,1,1.0,1.0
Email_JML-addressbook,Extended boolean,3,1,0.0,0.0
BattleOfTanks-p1_rot_siren_1,BM25,1,1,1.0,1.0
Email_JML-verify,Neural networks,5,2,0.4,1.0
Email_JML-decrypt,Neural networks,2,1,0.5,1.0
BattleOfTanks-p1_rot_siren_2,Classic vector model,1,1,1.0,1.0
BattleOfTanks-p2_mov_cork,BM25,1,1,1.0,1.0
Email_JML-decrypt,Extended boolean,2,1,0.5,1.0
BattleOfTanks-mov_1,Classic vector model,2,2,1.0,1.0
BattleOfTanks-p1_rot_beep2,BM25,1,1,1.0,1.0
Email_JML-forward,Neural networks,3,1,0.3333333333333333,1.0
BattleOfTanks-p2_rot_laser_trill,BM25,1,1,1.0,1.0
BattleOfTanks-mushroom,BM25,1,1,1.0,1.0
BattleOfTanks-blue_white_green,BM25,1,1,1.0,1.0
BattleOfTanks-blue_tier2_p2,BM25,1,1,1.0,1.0
BattleOfTanks-p2_rot_police_siren,BM25,1,1,1.0,1.0
BattleOfTanks-limba,BM25,1,1,1.0,1.0
Email_JML-sign,Neural networks,6,2,0.3333333333333333,1.0
Email_JML-addressbook,Neural networks,4,1,0.0,0.0
BattleOfTanks-p1_mov_yes,BM25,1,1,1.0,1.0
BattleOfTanks-univ,BM25,1,1,1.0,1.0
BattleOfTanks-paper,Classic vector model,1,1,1.0,1.0
BattleOfTanks-p1_mov_siren_1,Classic vector model,1,1,1.0,1.0
BattleOfTanks-red_p2,BM25,1,1,1.0,1.0
BattleOfTanks-p2_rot_bleep1,BM25,1,1,1.0,1.0
BattleOfTanks-mov_0,BM25,2,2,1.0,1.0
BattleOfTanks-p1_mov_beep3,Classic vector model,1,1,1.0,1.0
BattleOfTanks-p1_mov_beep1,BM25,1,1,1.0,1.0
BattleOfTanks-p1_rot_cork,BM25,1,1,1.0,1.0
Email_JML-keys,Neural networks,5,1,0.2,1.0
BattleOfTanks-blue_white,BM25,1,1,1.0,1.0
Email_JML-forward,Extended boolean,3,1,0.3333333333333333,1.0
BattleOfTanks-p2_rot_cork,BM25,1,1,1.0,1.0
BattleOfTanks-p2_rot_siren_1,BM25,1,1,1.0,1.0
BattleOfTanks-p1_rot_game_win,Classic vector model,1,1,1.0,1.0
BattleOfTanks-yellow_tier1_p1,BM25,1,1,1.0,1.0
BattleOfTanks-p2_mov_beep2,Classic vector model,1,1,1.0,1.0
BattleOfTanks-nino,Classic vector model,1,1,1.0,1.0
BattleOfTanks-portal,BM25,1,1,1.0,1.0
Email_JML-autoresponder,Neural networks,2,1,0.5,1.0
BattleOfTanks-black_p2,BM25,1,1,1.0,1.0
BattleOfTanks-star_oval_small,BM25,1,1,1.0,1.0
BattleOfTanks-p1_rot_gorod,Classic vector model,1,1,1.0,1.0
BattleOfTanks-p1_rot_siren_2,BM25,1,1,1.0,1.0
BattleOfTanks-p2_rot_horn,Classic vector model,1,1,1.0,1.0
BattleOfTanks-mov_1,BM25,2,2,1.0,1.0
Email_JML-autoresponder,Extended boolean,2,1,0.5,1.0
BattleOfTanks-star_ring,Classic vector model,1,1,1.0,1.0
BattleOfTanks-circle,Classic vector model,1,1,1.0,1.0
BattleOfTanks-paper,BM25,1,1,1.0,1.0
BattleOfTanks-p1_mov_siren_1,BM25,1,1,1.0,1.0
BattleOfTanks-p2_rot_beep3,Classic vector model,1,1,1.0,1.0
BattleOfTanks-p1_mov_beep3,BM25,1,1,1.0,1.0
BattleOfTanks-p1_rot_game_win,BM25,1,1,1.0,1.0
BattleOfTanks-p2_mov_beep2,BM25,1,1,1.0,1.0
BattleOfTanks-nino,BM25,1,1,1.0,1.0
BattleOfTanks-p1_mov_police_siren,Classic vector model,1,1,1.0,1.0
BattleOfTanks-p1_rot_gorod,BM25,1,1,1.0,1.0
BattleOfTanks-sponge,Classic vector model,1,1,1.0,1.0
BattleOfTanks-p2_rot_horn,BM25,1,1,1.0,1.0
BattleOfTanks-p2_mov_bleep1,Classic vector model,1,1,1.0,1.0
BattleOfTanks-star_ring,BM25,1,1,1.0,1.0
BattleOfTanks-circle,BM25,1,1,1.0,1.0
BattleOfTanks-p1_rot_buzzer,Classic vector model,1,1,1.0,1.0
BattleOfTanks-p1_mov_beep2,Classic vector model,1,1,1.0,1.0
BattleOfTanks-p2_rot_beep3,BM25,1,1,1.0,1.0
Email_JML-encrypt,Latent semantic indexing,5,2,0.4,1.0
BattleOfTanks-purple_white,Classic vector model,1,1,1.0,1.0
BattleOfTanks-p1_mov_police_siren,BM25,1,1,1.0,1.0
BattleOfTanks-sponge,BM25,1,1,1.0,1.0
BattleOfTanks-rectangle,Classic vector model,4,1,0.25,1.0
BattleOfTanks-p2_mov_bleep1,BM25,1,1,1.0,1.0
EmailSystem_Java-encrypt,Classic vector model,9,7,0.6666666666666666,0.8571428571428571
BattleOfTanks-p1_rot_buzzer,BM25,1,1,1.0,1.0
BattleOfTanks-p1_mov_beep2,BM25,1,1,1.0,1.0
EmailSystem_Java-verify,Classic vector model,9,6,0.5555555555555556,0.8333333333333334
Email_JML-verify,Latent semantic indexing,8,2,0.25,1.0
Email_JML-decrypt,Latent semantic indexing,8,1,0.125,1.0
BattleOfTanks-p2_rot_beep1,Classic vector model,1,1,1.0,1.0
Email_JML-forward,Latent semantic indexing,9,1,0.1111111111111111,1.0
EmailSystem_Java-encrypt,BM25,9,7,0.6666666666666666,0.8571428571428571
BattleOfTanks-p1_mov_cash_register,Classic vector model,1,1,1.0,1.0
Email_JML-sign,Latent semantic indexing,10,2,0.2,1.0
BattleOfTanks-purple_white,BM25,1,1,1.0,1.0
BattleOfTanks-rectangle,BM25,3,1,0.0,0.0
BattleOfTanks-p2_rot_beep1,BM25,1,1,1.0,1.0
BattleOfTanks-p1_mov_cash_register,BM25,1,1,1.0,1.0
Email_JML-addressbook,Latent semantic indexing,12,1,0.0,0.0
BattleOfTanks-mov_2,BM25,2,2,1.0,1.0
BattleOfTanks-mov_2,Classic vector model,2,2,1.0,1.0
BattleOfTanks-mov_4,BM25,2,2,1.0,1.0
BattleOfTanks-p1_rot_beep1,BM25,1,1,1.0,1.0
Email_JML-keys,Latent semantic indexing,13,1,0.07692307692307693,1.0
BattleOfTanks-mov_4,Classic vector model,2,2,1.0,1.0
BattleOfTanks-p1_rot_beep1,Classic vector model,1,1,1.0,1.0
EmailSystem_Java-verify,BM25,9,6,0.5555555555555556,0.8333333333333334
EmailSystem_Java-decrypt,Classic vector model,5,1,0.2,1.0
BattleOfTanks-p1_rot_beep3,Classic vector model,1,1,1.0,1.0
BattleOfTanks-p1_rot_beep3,BM25,1,1,1.0,1.0
Email_JML-autoresponder,Latent semantic indexing,14,1,0.07142857142857142,1.0
BattleOfTanks-p1_mov_horn,Classic vector model,1,1,1.0,1.0
BattleOfTanks-p1_mov_horn,BM25,1,1,1.0,1.0
EmailSystem_Java-decrypt,BM25,5,1,0.2,1.0
BattleOfTanks-black_p1,Classic vector model,1,1,1.0,1.0
EmailSystem_Java-encrypt,Neural networks,9,7,0.6666666666666666,0.8571428571428571
BattleOfTanks-black_p1,BM25,1,1,1.0,1.0
EmailSystem_Java-forward,Classic vector model,7,2,0.2857142857142857,1.0
BattleOfTanks-p1_mov_gorod,Classic vector model,1,1,1.0,1.0
BattleOfTanks-tar,Classic vector model,3,1,0.3333333333333333,1.0
BattleOfTanks-hinderniss_set,Classic vector model,1,1,1.0,1.0
BattleOfTanks-water_2,Classic vector model,1,1,1.0,1.0
BattleOfTanks-p2_rot_siren_2,Classic vector model,1,1,1.0,1.0
BattleOfTanks-p1_mov_gorod,BM25,1,1,1.0,1.0
BattleOfTanks-tar,BM25,3,1,0.3333333333333333,1.0
EmailSystem_Java-sign,Classic vector model,10,6,0.5,0.8333333333333334
BattleOfTanks-p1_rot_bleep1,Classic vector model,1,1,1.0,1.0
BattleOfTanks-nr2,Classic vector model,1,1,1.0,1.0
BattleOfTanks-p1_mov_lasertrill,Classic vector model,1,1,1.0,1.0
EmailSystem_Java-addressbook,Classic vector model,6,2,0.3333333333333333,1.0
BattleOfTanks-hinderniss_set,BM25,1,1,1.0,1.0
EmailSystem_Java-forward,BM25,7,2,0.2857142857142857,1.0
BattleOfTanks-p1_mov_cork,Classic vector model,1,1,1.0,1.0
BattleOfTanks-water_2,BM25,1,1,1.0,1.0
EmailSystem_Java-verify,Extended boolean,3,6,1.0,0.5
EmailSystem_Java-sign,BM25,10,6,0.5,0.8333333333333334
EmailSystem_Java-keys,Classic vector model,10,2,0.1,0.5
EmailSystem_Java-verify,Neural networks,9,6,0.5555555555555556,0.8333333333333334
BattleOfTanks-p2_rot_siren_2,BM25,1,1,1.0,1.0
EmailSystem_Java-decrypt,Neural networks,5,1,0.2,1.0
BattleOfTanks-p1_rot_bleep1,BM25,1,1,1.0,1.0
BattleOfTanks-nr2,BM25,1,1,1.0,1.0
BattleOfTanks-p1_mov_lasertrill,BM25,1,1,1.0,1.0
BattleOfTanks-p1_mov_cork,BM25,1,1,1.0,1.0
BattleOfTanks-yellow_tier1_p2,BM25,1,1,1.0,1.0
BattleOfTanks-p1_rot_laser_trill,BM25,1,1,1.0,1.0
EmailSystem_Java-autoresponder,Classic vector model,7,4,0.42857142857142855,0.75
BattleOfTanks-oval,BM25,1,1,1.0,1.0
EmailSystem_Java-addressbook,BM25,6,2,0.3333333333333333,1.0
EmailSystem_Java-forward,Neural networks,7,2,0.2857142857142857,1.0
BattleOfTanks-light_bulb_round,BM25,1,1,1.0,1.0
BattleOfTanks-green_tier2_p2,BM25,1,1,1.0,1.0
BattleOfTanks-yellow_tier1_p2,Classic vector model,1,1,1.0,1.0
EmailSystem_Java-keys,BM25,18,2,0.1111111111111111,1.0
EmailSystem_Java-sign,Neural networks,10,6,0.5,0.8333333333333334
BattleOfTanks-p1_rot_laser_trill,Classic vector model,1,1,1.0,1.0
BattleOfTanks-nr1,BM25,1,1,1.0,1.0
BattleOfTanks-mov_3,BM25,2,2,1.0,1.0
BattleOfTanks-ring_oval,BM25,1,1,1.0,1.0
BattleOfTanks-p2_rot_drip,BM25,1,1,1.0,1.0
BattleOfTanks-p2_mov_game_win,BM25,1,1,1.0,1.0
BattleOfTanks-pumpkin_pie,BM25,1,1,1.0,1.0
EmailSystem_Java-addressbook,Neural networks,6,2,0.3333333333333333,1.0
EmailSystem_Java-keys,Neural networks,4,2,0.0,0.0
BattleOfTanks-oval,Classic vector model,1,1,1.0,1.0
BattleOfTanks-p2_rot_buzzer,BM25,1,1,1.0,1.0
BattleOfTanks-light_bulb_round,Classic vector model,1,1,1.0,1.0
EmailSystem_Java-autoresponder,Neural networks,6,4,0.3333333333333333,0.5
BattleOfTanks-p1_mov_buzzer,BM25,1,1,1.0,1.0
BattleOfTanks-nr6,BM25,1,1,1.0,1.0
EmailSystem_Java-decrypt,Extended boolean,5,1,0.2,1.0
BattleOfTanks-green_tier2_p2,Classic vector model,1,1,1.0,1.0
EmailSystem_Java-autoresponder,BM25,7,4,0.42857142857142855,0.75
BattleOfTanks-nr1,Classic vector model,1,1,1.0,1.0
EmailSystem_Java-forward,Extended boolean,2,2,0.5,0.5
BattleOfTanks-mov_3,Classic vector model,2,2,1.0,1.0
BattleOfTanks-p1_rot_cash_register,BM25,1,1,1.0,1.0
BattleOfTanks-nr5,BM25,1,1,1.0,1.0
EmailSystem_Java-sign,Extended boolean,2,6,0.0,0.0
BattleOfTanks-ring_oval,Classic vector model,1,1,1.0,1.0
EmailSystem_Java-addressbook,Extended boolean,5,2,0.4,1.0
BattleOfTanks-p1_rot_police_siren,BM25,1,1,1.0,1.0
BattleOfTanks-p2_rot_drip,Classic vector model,1,1,1.0,1.0
BattleOfTanks-p2_mov_police_siren,BM25,1,1,1.0,1.0
BattleOfTanks-nr8,BM25,1,1,1.0,1.0
BattleOfTanks-p2_mov_game_win,Classic vector model,1,1,1.0,1.0
EmailSystem_Java-autoresponder,Extended boolean,2,4,0.5,0.25
BattleOfTanks-ring_oval_small,BM25,1,1,1.0,1.0
BattleOfTanks-pumpkin_pie,Classic vector model,1,1,1.0,1.0
BattleOfTanks-p2_rot_buzzer,Classic vector model,1,1,1.0,1.0
BattleOfTanks-p2_mov_yes,BM25,1,1,1.0,1.0
BattleOfTanks-p1_mov_buzzer,Classic vector model,1,1,1.0,1.0
BattleOfTanks-p1_rot_drip,BM25,1,1,1.0,1.0
BankAccountv2-transaction,Classic vector model,4,4,1.0,1.0
BattleOfTanks-nr6,Classic vector model,1,1,1.0,1.0
BankAccountv2-overdraft,Classic vector model,6,3,0.5,1.0
BattleOfTanks-p1_rot_cash_register,Classic vector model,1,1,1.0,1.0
BattleOfTanks-lava,BM25,1,1,1.0,1.0
BankAccountv2-bankaccount,Classic vector model,8,5,0.25,0.4
BattleOfTanks-nr5,Classic vector model,1,1,1.0,1.0
BankAccountv2-transaction,BM25,4,4,1.0,1.0
BankAccountv2-overdraft,BM25,6,3,0.5,1.0
BattleOfTanks-p1_rot_police_siren,Classic vector model,1,1,1.0,1.0
BankAccountv2-lock,Classic vector model,4,2,0.5,1.0
BattleOfTanks-sounds,BM25,1,1,0.0,0.0
BattleOfTanks-p2_mov_police_siren,Classic vector model,1,1,1.0,1.0
BankAccountv2-bankaccount,BM25,14,5,0.21428571428571427,0.6
BattleOfTanks-nr8,Classic vector model,1,1,1.0,1.0
BattleOfTanks-cow,BM25,1,1,1.0,1.0
BankAccountv2-lock,BM25,4,2,0.5,1.0
BattleOfTanks-ring_2,BM25,1,1,1.0,1.0
BattleOfTanks-heart,BM25,1,1,1.0,1.0
BankAccountv2-dailylimit,Classic vector model,5,5,1.0,1.0
BattleOfTanks-ring_oval_small,Classic vector model,1,1,1.0,1.0
BattleOfTanks-p2_mov_beep3,BM25,1,1,1.0,1.0
BankAccountv2-interest,Classic vector model,8,5,0.625,1.0
BattleOfTanks-p2_mov_yes,Classic vector model,1,1,1.0,1.0
BattleOfTanks-p2_mov_siren_2,BM25,1,1,1.0,1.0
BankAccountv2-dailylimit,BM25,5,5,1.0,1.0
BankAccountv2-interestestimation,Classic vector model,7,3,0.14285714285714285,0.3333333333333333
BattleOfTanks-p1_rot_drip,Classic vector model,1,1,1.0,1.0
BattleOfTanks-lava,Classic vector model,1,1,1.0,1.0
BankAccountv2-creditworthiness,Classic vector model,5,3,0.6,1.0
BattleOfTanks-sounds,Classic vector model,1,1,0.0,0.0
BankAccountv2-interest,BM25,8,5,0.625,1.0
BattleOfTanks-p2_rot_gorod,BM25,1,1,1.0,1.0
BattleOfTanks-cow,Classic vector model,1,1,1.0,1.0
BattleOfTanks-water,BM25,1,1,1.0,1.0
BankAccountv2-transaction,Extended boolean,3,4,1.0,0.75
BankAccountv2-interestestimation,BM25,8,3,0.25,0.6666666666666666
BankAccountv2-creditworthiness,BM25,5,3,0.6,1.0
BattleOfTanks-p2_mov_cah_register,BM25,1,1,1.0,1.0
BattleOfTanks-ring_2,Classic vector model,1,1,1.0,1.0
BankAccountv2-transaction,Neural networks,4,4,1.0,1.0
BattleOfTanks-p2_rot_game_win,BM25,1,1,1.0,1.0
BankAccountv2-overdraft,Extended boolean,5,3,0.4,0.6666666666666666
BankAccountv2-overdraft,Neural networks,6,3,0.5,1.0
BattleOfTanks-heart,Classic vector model,1,1,1.0,1.0
BattleOfTanks-p2_mov_beep3,Classic vector model,1,1,1.0,1.0
BattleOfTanks-p2_mov_siren_2,Classic vector model,1,1,1.0,1.0
BattleOfTanks-p2_rot_gorod,Classic vector model,1,1,1.0,1.0
BattleOfTanks-water,Classic vector model,1,1,1.0,1.0
BankAccountv2-lock,Extended boolean,4,2,0.5,1.0
BankAccountv2-creditworthiness,Extended boolean,1,3,1.0,0.3333333333333333
BattleOfTanks-p2_mov_cah_register,Classic vector model,1,1,1.0,1.0
BankAccountv2-dailylimit,Extended boolean,5,5,1.0,1.0
BankAccountv2-lock,Neural networks,2,2,0.0,0.0
BattleOfTanks-light_bulb,BM25,1,1,1.0,1.0
BattleOfTanks-p2_mov_siren_1,BM25,1,1,1.0,1.0
Chat_HyperJ-encryption,Classic vector model,5,3,0.6,1.0
BattleOfTanks-p2_rot_game_win,Classic vector model,1,1,1.0,1.0
Chat_HyperJ-encryption,BM25,5,3,0.6,1.0
Chat_HyperJ-ui,Classic vector model,12,2,0.16666666666666666,1.0
BankAccountv2-transaction,Latent semantic indexing,4,4,1.0,1.0
BankAccountv2-dailylimit,Neural networks,5,5,1.0,1.0
Prop4J-equals,Classic vector model,14,1,0.07142857142857142,1.0
BattleOfTanks-p1_mov_game_win,BM25,1,1,1.0,1.0
Chat_HyperJ-history,Classic vector model,23,2,0.08695652173913043,1.0
Chat_HyperJ-ui,BM25,12,2,0.16666666666666666,1.0
BattleOfTanks-light_bulb,Classic vector model,1,1,1.0,1.0
BattleOfTanks-p2_mov_siren_1,Classic vector model,1,1,1.0,1.0
Prop4J-equals,BM25,5,1,0.2,1.0
BankAccountv2-overdraft,Latent semantic indexing,10,3,0.3,1.0
BankAccountv2-interest,Neural networks,8,5,0.625,1.0
Prop4J-atmost,Classic vector model,8,1,0.125,1.0
Prop4J-atmost,BM25,8,1,0.125,1.0
BattleOfTanks-p2_mov_drip,BM25,1,1,1.0,1.0
Prop4J-atleast,Classic vector model,14,1,0.07142857142857142,1.0
Prop4J-atleast,BM25,6,1,0.16666666666666666,1.0
Prop4J-to_cnf,BM25,8,1,0.125,1.0
BattleOfTanks-p1_mov_game_win,Classic vector model,1,1,1.0,1.0
BankAccountv2-bankaccount,Latent semantic indexing,17,5,0.17647058823529413,0.6
Chat_HyperJ-history,BM25,13,2,0.15384615384615385,1.0
BankAccountv2-interestestimation,Neural networks,8,3,0.25,0.6666666666666666
BankAccountv2-creditworthiness,Neural networks,5,3,0.6,1.0
BankAccountv2-lock,Latent semantic indexing,19,2,0.10526315789473684,1.0
Chat_HyperJ-encryption,Neural networks,5,3,0.6,1.0
BankAccountv2-dailylimit,Latent semantic indexing,24,5,0.20833333333333334,1.0
Prop4J-satsolver,BM25,2,1,0.5,1.0
BattleOfTanks-p2_mov_drip,Classic vector model,1,1,1.0,1.0
Chat_HyperJ-ui,Neural networks,12,2,0.16666666666666666,1.0
EmailSystem_Java-encrypt,Latent semantic indexing,13,7,0.46153846153846156,0.8571428571428571
Prop4J-negation,BM25,11,1,0.0,0.0
Prop4J-to_cnf,Classic vector model,8,1,0.125,1.0
BankAccountv2-interest,Latent semantic indexing,27,5,0.18518518518518517,1.0
Chat_HyperJ-encryption,Extended boolean,5,3,0.6,1.0
Prop4J-implies,BM25,6,1,0.16666666666666666,1.0
Chat_HyperJ-history,Neural networks,23,2,0.08695652173913043,1.0
Prop4J-tests,BM25,1,1,1.0,1.0
EmailSystem_Java-verify,Latent semantic indexing,19,6,0.2631578947368421,0.8333333333333334
Chat_HyperJ-history,Extended boolean,2,2,0.5,0.5
Prop4J-and,Classic vector model,17,1,0.058823529411764705,1.0
Prop4J-satsolver,Classic vector model,2,1,0.5,1.0
BankAccountv2-interestestimation,Latent semantic indexing,27,3,0.07407407407407407,0.6666666666666666
Prop4J-operators,BM25,12,2,0.16666666666666666,1.0
Prop4J-negation,Classic vector model,14,1,0.0,0.0
Prop4J-implies,Classic vector model,6,1,0.16666666666666666,1.0
Prop4J-choose,BM25,8,1,0.125,1.0
EmailSystem_Java-decrypt,Latent semantic indexing,19,1,0.05263157894736842,1.0
EmailSystem_Java-forward,Latent semantic indexing,23,2,0.08695652173913043,1.0
BankAccountv2-creditworthiness,Latent semantic indexing,28,3,0.10714285714285714,1.0
Prop4J-tests,Classic vector model,1,1,1.0,1.0
Prop4J-operators,Classic vector model,11,2,0.18181818181818182,1.0
EmailSystem_Java-sign,Latent semantic indexing,24,6,0.20833333333333334,0.8333333333333334
Prop4J-choose,Classic vector model,8,1,0.125,1.0
EmailSystem_Java-addressbook,Latent semantic indexing,27,2,0.07407407407407407,1.0
Prop4J-equals,Neural networks,14,1,0.07142857142857142,1.0
EmailSystem_Java-keys,Latent semantic indexing,29,2,0.06896551724137931,1.0
Prop4J-atmost,Neural networks,8,1,0.125,1.0
Prop4J-tests,Neural networks,1,1,1.0,1.0
EmailSystem_Java-autoresponder,Latent semantic indexing,33,4,0.09090909090909091,0.75
Prop4J-to_cnf,Neural networks,8,1,0.125,1.0
Prop4J-and,Neural networks,17,1,0.058823529411764705,1.0
Prop4J-implies,Extended boolean,6,1,0.16666666666666666,1.0
Prop4J-satsolver,Neural networks,2,1,0.5,1.0
Prop4J-negation,Neural networks,14,1,0.0,0.0
Prop4J-implies,Neural networks,6,1,0.16666666666666666,1.0
Prop4J-operators,Neural networks,11,2,0.18181818181818182,1.0
Prop4J-tests,Extended boolean,1,1,1.0,1.0
Prop4J-choose,Neural networks,8,1,0.125,1.0
Chat_HyperJ-encryption,Latent semantic indexing,34,3,0.08823529411764706,1.0
Prop4J-operators,Extended boolean,1,2,0.0,0.0
Chat_HyperJ-ui,Latent semantic indexing,34,2,0.058823529411764705,1.0
Prop4J-satsolver,Extended boolean,2,1,0.5,1.0
Chat_HyperJ-history,Latent semantic indexing,36,2,0.05555555555555555,1.0
DesktopSearcher-single_directory,BM25,36,4,0.08333333333333333,0.75
