projectandfeature,methodname,totaltraces,truetraces,precision,recall
BattleOfTanks-light_bulb_round,Neural networks,1,1,1.0,1.0
BattleOfTanks-green_tier2_p2,Neural networks,1,1,1.0,1.0
BattleOfTanks-nr1,Neural networks,1,1,1.0,1.0
BattleOfTanks-mov_3,Neural networks,2,2,1.0,1.0
BattleOfTanks-ring_oval,Neural networks,1,1,1.0,1.0
BattleOfTanks-p2_rot_drip,Neural networks,1,1,1.0,1.0
BattleOfTanks-p2_mov_game_win,Neural networks,1,1,1.0,1.0
BattleOfTanks-pumpkin_pie,Neural networks,1,1,1.0,1.0
BattleOfTanks-p2_rot_buzzer,Neural networks,1,1,1.0,1.0
BattleOfTanks-p1_mov_buzzer,Neural networks,1,1,1.0,1.0
BattleOfTanks-nr6,Neural networks,1,1,1.0,1.0
BattleOfTanks-p1_rot_cash_register,Neural networks,1,1,1.0,1.0
BattleOfTanks-nr5,Neural networks,1,1,1.0,1.0
BattleOfTanks-p1_rot_police_siren,Neural networks,1,1,1.0,1.0
BattleOfTanks-p2_mov_police_siren,Neural networks,1,1,1.0,1.0
BattleOfTanks-nr8,Neural networks,1,1,1.0,1.0
BattleOfTanks-ring_oval_small,Neural networks,1,1,1.0,1.0
BattleOfTanks-p2_mov_yes,Neural networks,1,1,1.0,1.0
BattleOfTanks-p1_rot_drip,Neural networks,1,1,1.0,1.0
BattleOfTanks-lava,Neural networks,1,1,1.0,1.0
BattleOfTanks-sounds,Neural networks,1,1,0.0,0.0
BattleOfTanks-cow,Neural networks,1,1,1.0,1.0
BattleOfTanks-ring_2,Neural networks,1,1,1.0,1.0
BattleOfTanks-heart,Neural networks,1,1,1.0,1.0
BattleOfTanks-p2_mov_beep3,Neural networks,1,1,1.0,1.0
BattleOfTanks-p2_mov_siren_2,Neural networks,1,1,1.0,1.0
BattleOfTanks-p2_rot_gorod,Neural networks,1,1,1.0,1.0
BattleOfTanks-water,Neural networks,1,1,1.0,1.0
BattleOfTanks-p2_mov_cah_register,Neural networks,1,1,1.0,1.0
BattleOfTanks-p2_rot_game_win,Neural networks,1,1,1.0,1.0
BattleOfTanks-light_bulb,Neural networks,1,1,1.0,1.0
BattleOfTanks-p2_mov_siren_1,Neural networks,1,1,1.0,1.0
BattleOfTanks-p1_mov_game_win,Neural networks,1,1,1.0,1.0
BattleOfTanks-p2_mov_drip,Neural networks,1,1,1.0,1.0
BattleOfTanks-p2_mov_police_siren,Extended boolean,1,1,1.0,1.0
BattleOfTanks-nr8,Extended boolean,1,1,1.0,1.0
BattleOfTanks-ring_oval_small,Extended boolean,1,1,1.0,1.0
BattleOfTanks-p2_mov_yes,Extended boolean,1,1,1.0,1.0
BattleOfTanks-p1_rot_drip,Extended boolean,1,1,1.0,1.0
BattleOfTanks-lava,Extended boolean,1,1,1.0,1.0
BattleOfTanks-sounds,Extended boolean,1,1,0.0,0.0
BattleOfTanks-cow,Extended boolean,1,1,1.0,1.0
BattleOfTanks-ring_2,Extended boolean,1,1,1.0,1.0
BattleOfTanks-heart,Extended boolean,1,1,1.0,1.0
BattleOfTanks-p2_mov_beep3,Extended boolean,1,1,1.0,1.0
BattleOfTanks-p2_mov_siren_2,Extended boolean,1,1,1.0,1.0
Mobile_Media-x_smsorcapturephoto,Neural networks,16,3,0.0625,0.3333333333333333
BattleOfTanks-p2_rot_gorod,Extended boolean,1,1,1.0,1.0
BattleOfTanks-water,Extended boolean,1,1,1.0,1.0
BattleOfTanks-p2_mov_cah_register,Extended boolean,1,1,1.0,1.0
Mobile_Media-includefavourites,Neural networks,5,2,0.4,1.0
Mobile_Media-x_smsorcapturephoto,Extended boolean,1,3,0.0,0.0
Mobile_Media-x_copyphotoorsms,Neural networks,3,2,0.0,0.0
BattleOfTanks-p2_rot_game_win,Extended boolean,1,1,1.0,1.0
Mobile_Media-x_smsorcapturephotoorcapturevideo,Extended boolean,1,1,1.0,1.0
Mobile_Media-includephotoalbum,Neural networks,1,11,0.0,0.0
BattleOfTanks-light_bulb,Extended boolean,1,1,1.0,1.0
BattleOfTanks-p2_mov_siren_1,Extended boolean,1,1,1.0,1.0
Mobile_Media-includesorting,Neural networks,3,5,1.0,0.6
BattleOfTanks-p1_mov_game_win,Extended boolean,1,1,1.0,1.0
Mobile_Media-capturevideo,Neural networks,19,4,0.21052631578947367,1.0
BattleOfTanks-p2_mov_drip,Extended boolean,1,1,1.0,1.0
Mobile_Media-includemmapi,Neural networks,2,11,0.5,0.09090909090909091
Mobile_Media-x_notsimulateplayvideo,Neural networks,17,1,0.0,0.0
Mobile_Media-x_copyphotoorsms,Extended boolean,3,2,0.0,0.0
Mobile_Media-includesmsfeature,Neural networks,14,4,0.2857142857142857,1.0
Mobile_Media-x_capturephotoorvideo,Extended boolean,1,2,0.0,0.0
Mobile_Media-x_musicandvideo,Neural networks,18,1,0.05555555555555555,1.0
Mobile_Media-capturephoto,Extended boolean,1,4,0.0,0.0
Mobile_Media-x_capturephotoorvideo,Neural networks,6,2,0.3333333333333333,1.0
Mobile_Media-includesorting,Extended boolean,3,5,1.0,0.6
Mobile_Media-x_photoalbumandvideoormusic,Extended boolean,1,1,0.0,0.0
Mobile_Media-capturevideo,Extended boolean,1,4,0.0,0.0
Mobile_Media-includemmapi,Extended boolean,2,11,0.5,0.09090909090909091
Mobile_Media-includecopyphoto,Extended boolean,3,8,1.0,0.375
Mobile_Media-includefavourites,Extended boolean,5,2,0.4,1.0
Mobile_Media-includevideo,Extended boolean,1,12,0.0,0.0
Mobile_Media-capturephoto,Neural networks,1,4,0.0,0.0
Mobile_Media-x_smsorcapturephotoorcapturevideo,Neural networks,16,1,0.0625,1.0
Mobile_Media-x_musicorvideo,Neural networks,18,1,0.0,0.0
Mobile_Media-x_photoalbumandvideoormusic,Neural networks,17,1,0.058823529411764705,1.0
Mobile_Media-includecopyphoto,Neural networks,3,8,1.0,0.375
Mobile_Media-includevideo,Neural networks,18,12,0.6111111111111112,0.9166666666666666
Mobile_Media-x_photoalbumormusicorvideo,Neural networks,5,1,0.0,0.0
Mobile_Media-simulateplayvideo,Neural networks,17,1,0.0,0.0
DesktopSearcher-gui,Latent semantic indexing,69,3,0.043478260869565216,1.0
DesktopSearcher-windows,Latent semantic indexing,54,1,0.018518518518518517,1.0
DesktopSearcher-tree_view,Latent semantic indexing,54,4,0.07407407407407407,1.0
DesktopSearcher-query_history,Latent semantic indexing,57,2,0.03508771929824561,1.0
DesktopSearcher-html,Latent semantic indexing,58,2,0.034482758620689655,1.0
DesktopSearcher-linux,Latent semantic indexing,69,1,0.014492753623188406,1.0
DesktopSearcher-txt,Latent semantic indexing,61,2,0.01639344262295082,0.5
DesktopSearcher-user_interface,Latent semantic indexing,69,2,0.028985507246376812,1.0
DesktopSearcher-index_history,Latent semantic indexing,69,4,0.057971014492753624,1.0
DesktopSearcher-multi_directory,Latent semantic indexing,57,4,0.05263157894736842,0.75
DesktopSearcher-normal_view,Latent semantic indexing,69,4,0.057971014492753624,1.0
DesktopSearcher-single_directory,Latent semantic indexing,69,4,0.043478260869565216,0.75
DesktopSearcher-latex,Latent semantic indexing,70,2,0.02857142857142857,1.0
DesktopSearcher-commandline,Latent semantic indexing,70,3,0.04285714285714286,1.0
Prevayler-snapshot,BM25,19,7,0.3684210526315789,1.0
Prevayler-replication,BM25,31,30,0.967741935483871,1.0
Prevayler-gzip,BM25,4,4,1.0,1.0
Prevayler-monitor,BM25,12,8,0.6666666666666666,1.0
Prevayler-censor,BM25,6,5,0.8333333333333334,1.0
Prevayler-snapshot,Classic vector model,19,7,0.3684210526315789,1.0
Prevayler-replication,Classic vector model,31,30,0.967741935483871,1.0
Prevayler-gzip,Classic vector model,4,4,1.0,1.0
Prevayler-monitor,Classic vector model,12,8,0.6666666666666666,1.0
Prevayler-censor,Classic vector model,6,5,0.8333333333333334,1.0
Prevayler-snapshot,Extended boolean,19,7,0.3684210526315789,1.0
Prevayler-replication,Extended boolean,4,30,0.75,0.1
Prevayler-gzip,Extended boolean,4,4,1.0,1.0
Prevayler-monitor,Extended boolean,12,8,0.6666666666666666,1.0
Prevayler-censor,Extended boolean,6,5,0.8333333333333334,1.0
Prevayler-snapshot,Neural networks,19,7,0.3684210526315789,1.0
Prevayler-replication,Neural networks,28,30,0.9642857142857143,0.9
Prevayler-gzip,Neural networks,4,4,1.0,1.0
Prevayler-monitor,Neural networks,12,8,0.6666666666666666,1.0
Prevayler-censor,Neural networks,6,5,0.8333333333333334,1.0
Graph_Product_Line-directedonlyvertices,Classic vector model,52,2,0.038461538461538464,1.0
Graph_Product_Line-weightedwithneighbors,Classic vector model,46,4,0.08695652173913043,1.0
Graph_Product_Line-directedonlyvertices,BM25,23,2,0.08695652173913043,1.0
Graph_Product_Line-weightedwithneighbors,BM25,45,4,0.08888888888888889,1.0
Graph_Product_Line-weightedwithedges,Classic vector model,32,2,0.0625,1.0
Graph_Product_Line-weightedonlyvertices,Classic vector model,44,3,0.06818181818181818,1.0
Graph_Product_Line-directedwithedges,Classic vector model,27,4,0.1111111111111111,0.75
Graph_Product_Line-number,Classic vector model,10,3,0.3,1.0
Graph_Product_Line-weighted,Classic vector model,9,1,0.0,0.0
Graph_Product_Line-bfs,Classic vector model,3,4,0.0,0.0
Graph_Product_Line-testprog,Classic vector model,4,1,0.25,1.0
Graph_Product_Line-stronglyconnected,Classic vector model,11,4,0.2727272727272727,0.75
Graph_Product_Line-undirectedwithedges,Classic vector model,27,4,0.1111111111111111,0.75
Graph_Product_Line-connected,Classic vector model,10,3,0.1,0.3333333333333333
Graph_Product_Line-transpose,Classic vector model,3,1,0.3333333333333333,1.0
Graph_Product_Line-dfs,Classic vector model,2,3,0.0,0.0
Graph_Product_Line-mstprim,Classic vector model,2,2,0.5,0.5
Graph_Product_Line-mstkruskal,Classic vector model,1,2,1.0,0.5
Graph_Product_Line-directedwithneighbors,Classic vector model,37,3,0.08108108108108109,1.0
Graph_Product_Line-undirectedonlyvertices,Classic vector model,52,2,0.038461538461538464,1.0
Graph_Product_Line-directed,Classic vector model,11,1,0.0,0.0
Graph_Product_Line-cycle,Classic vector model,3,3,1.0,1.0
Graph_Product_Line-undirected,Classic vector model,3,1,0.0,0.0
Graph_Product_Line-undirectedwithneighbors,Classic vector model,37,3,0.08108108108108109,1.0
Graph_Product_Line-weightedwithedges,BM25,38,2,0.05263157894736842,1.0
Graph_Product_Line-weightedonlyvertices,BM25,40,3,0.025,0.3333333333333333
Graph_Product_Line-directedwithedges,BM25,35,4,0.11428571428571428,1.0
Graph_Product_Line-number,BM25,10,3,0.3,1.0
Graph_Product_Line-weighted,BM25,9,1,0.0,0.0
Graph_Product_Line-bfs,BM25,3,4,0.0,0.0
Graph_Product_Line-testprog,BM25,4,1,0.25,1.0
Graph_Product_Line-stronglyconnected,BM25,11,4,0.2727272727272727,0.75
Graph_Product_Line-undirectedwithedges,BM25,35,4,0.11428571428571428,1.0
Graph_Product_Line-connected,BM25,10,3,0.1,0.3333333333333333
Graph_Product_Line-transpose,BM25,3,1,0.3333333333333333,1.0
Graph_Product_Line-dfs,BM25,2,3,0.0,0.0
Graph_Product_Line-mstprim,BM25,2,2,0.5,0.5
Graph_Product_Line-mstkruskal,BM25,1,2,1.0,0.5
Graph_Product_Line-directedwithneighbors,BM25,32,3,0.09375,1.0
Graph_Product_Line-undirectedonlyvertices,BM25,23,2,0.08695652173913043,1.0
Graph_Product_Line-directed,BM25,11,1,0.0,0.0
Graph_Product_Line-cycle,BM25,3,3,1.0,1.0
Graph_Product_Line-undirected,BM25,3,1,0.0,0.0
Graph_Product_Line-undirectedwithneighbors,BM25,32,3,0.09375,1.0
Graph_Product_Line-connected,Neural networks,10,3,0.1,0.3333333333333333
Graph_Product_Line-weightedwithneighbors,Neural networks,27,4,0.14814814814814814,1.0
Graph_Product_Line-weightedwithedges,Neural networks,2,2,0.0,0.0
Graph_Product_Line-undirected,Neural networks,3,1,0.0,0.0
Graph_Product_Line-undirectedwithneighbors,Neural networks,37,3,0.08108108108108109,1.0
Graph_Product_Line-weightedonlyvertices,Neural networks,11,3,0.09090909090909091,0.3333333333333333
Graph_Product_Line-transpose,Neural networks,3,1,0.3333333333333333,1.0
Graph_Product_Line-cycle,Neural networks,3,3,1.0,1.0
Graph_Product_Line-dfs,Neural networks,2,3,0.0,0.0
Graph_Product_Line-number,Neural networks,10,3,0.3,1.0
Graph_Product_Line-stronglyconnected,Neural networks,10,4,0.2,0.5
Graph_Product_Line-connected,Extended boolean,10,3,0.1,0.3333333333333333
Graph_Product_Line-mstkruskal,Neural networks,1,2,1.0,0.5
Graph_Product_Line-weighted,Neural networks,9,1,0.0,0.0
Graph_Product_Line-bfs,Neural networks,3,4,0.0,0.0
Graph_Product_Line-testprog,Neural networks,4,1,0.25,1.0
Graph_Product_Line-directed,Neural networks,11,1,0.0,0.0
Graph_Product_Line-directedwithedges,Neural networks,4,4,0.25,0.25
Graph_Product_Line-directedwithneighbors,Neural networks,37,3,0.08108108108108109,1.0
Graph_Product_Line-mstprim,Neural networks,2,2,0.5,0.5
Graph_Product_Line-undirectedwithedges,Neural networks,4,4,0.25,0.25
Graph_Product_Line-transpose,Extended boolean,3,1,0.3333333333333333,1.0
Graph_Product_Line-dfs,Extended boolean,2,3,0.0,0.0
Graph_Product_Line-testprog,Extended boolean,4,1,0.25,1.0
Graph_Product_Line-mstprim,Extended boolean,2,2,0.5,0.5
Graph_Product_Line-mstkruskal,Extended boolean,1,2,1.0,0.5
Graph_Product_Line-weighted,Extended boolean,9,1,0.0,0.0
Graph_Product_Line-bfs,Extended boolean,3,4,0.0,0.0
Graph_Product_Line-number,Extended boolean,10,3,0.3,1.0
Graph_Product_Line-directed,Extended boolean,11,1,0.0,0.0
Graph_Product_Line-cycle,Extended boolean,3,3,1.0,1.0
Graph_Product_Line-undirected,Extended boolean,3,1,0.0,0.0
Graph_Product_Line-stronglyconnected,Extended boolean,3,4,1.0,0.75
Prevayler-snapshot,Latent semantic indexing,48,7,0.14583333333333334,1.0
Prevayler-replication,Latent semantic indexing,31,30,0.967741935483871,1.0
Prevayler-gzip,Latent semantic indexing,54,4,0.07407407407407407,1.0
Prevayler-monitor,Latent semantic indexing,62,8,0.12903225806451613,1.0
Prevayler-censor,Latent semantic indexing,64,5,0.078125,1.0
BattleOfTanks-p2_rot_cash_register,Latent semantic indexing,1,1,1.0,1.0
BattleOfTanks-old,Latent semantic indexing,3,1,0.3333333333333333,1.0
BattleOfTanks-red_p1,Latent semantic indexing,3,1,0.3333333333333333,1.0
BattleOfTanks-p1_mov_siren2,Latent semantic indexing,3,1,0.3333333333333333,1.0
BattleOfTanks-blue_tier2_p1,Latent semantic indexing,3,1,0.3333333333333333,1.0
BattleOfTanks-p1_mov_bleep1,Latent semantic indexing,3,1,0.3333333333333333,1.0
BattleOfTanks-spiral,Latent semantic indexing,3,1,0.3333333333333333,1.0
BattleOfTanks-black_p1,Latent semantic indexing,3,1,0.3333333333333333,1.0
BattleOfTanks-p1_mov_drip,Latent semantic indexing,3,1,0.3333333333333333,1.0
BattleOfTanks-p2_mov_gorord,Latent semantic indexing,3,1,0.3333333333333333,1.0
BattleOfTanks-p1_rot_horn,Latent semantic indexing,3,1,0.3333333333333333,1.0
BattleOfTanks-fire,Latent semantic indexing,8,1,0.125,1.0
BattleOfTanks-red_tier1_p2,Latent semantic indexing,4,1,0.25,1.0
BattleOfTanks-ov_paper,Latent semantic indexing,3,1,0.3333333333333333,1.0
BattleOfTanks-nr4,Latent semantic indexing,8,1,0.125,1.0
BattleOfTanks-nr3,Latent semantic indexing,4,1,0.25,1.0
BattleOfTanks-p2_mov_buzzer,Latent semantic indexing,3,1,0.3333333333333333,1.0
BattleOfTanks-green,Latent semantic indexing,4,1,0.25,1.0
BattleOfTanks-p2_mov_lasertrill,Latent semantic indexing,4,1,0.25,1.0
BattleOfTanks-p2_rot_beep2,Latent semantic indexing,4,1,0.25,1.0
BattleOfTanks-glass,Latent semantic indexing,5,1,0.2,1.0
BattleOfTanks-aa31,Latent semantic indexing,4,1,0.25,1.0
BattleOfTanks-p2_mov_beep1,Latent semantic indexing,4,1,0.25,1.0
BattleOfTanks-p1_rot_yes,Latent semantic indexing,4,1,0.25,1.0
BattleOfTanks-ring,Latent semantic indexing,6,1,0.16666666666666666,1.0
BattleOfTanks-red_tier1_p1,Latent semantic indexing,5,1,0.2,1.0
BattleOfTanks-copy,Latent semantic indexing,3,1,0.3333333333333333,1.0
BattleOfTanks-star_oval,Latent semantic indexing,3,1,0.3333333333333333,1.0
BattleOfTanks-octagonal,Latent semantic indexing,5,1,0.2,1.0
BattleOfTanks-nr7,Latent semantic indexing,5,1,0.2,1.0
BattleOfTanks-p2_rot_yes,Latent semantic indexing,5,1,0.2,1.0
BattleOfTanks-p2_mov_horn,Latent semantic indexing,8,1,0.125,1.0
BattleOfTanks-green_tier2_p1,Latent semantic indexing,5,1,0.2,1.0
BattleOfTanks-blue_flower,Latent semantic indexing,5,1,0.2,1.0
BattleOfTanks-p1_rot_siren_1,Latent semantic indexing,5,1,0.2,1.0
BattleOfTanks-p2_mov_cork,Latent semantic indexing,5,1,0.2,1.0
BattleOfTanks-p1_rot_beep2,Latent semantic indexing,5,1,0.2,1.0
BattleOfTanks-p2_rot_laser_trill,Latent semantic indexing,5,1,0.2,1.0
BattleOfTanks-mushroom,Latent semantic indexing,5,1,0.2,1.0
BattleOfTanks-flower,Latent semantic indexing,5,1,0.2,1.0
BattleOfTanks-blue_tier2_p2,Latent semantic indexing,4,1,0.25,1.0
BattleOfTanks-p2_rot_police_siren,Latent semantic indexing,5,1,0.2,1.0
BattleOfTanks-limba,Latent semantic indexing,5,1,0.2,1.0
BattleOfTanks-p1_mov_yes,Latent semantic indexing,5,1,0.2,1.0
BattleOfTanks-univ,Latent semantic indexing,5,1,0.2,1.0
BattleOfTanks-red_p2,Latent semantic indexing,5,1,0.2,1.0
Mobile_Media-x_smsorcapturephoto,Latent semantic indexing,20,3,0.1,0.6666666666666666
Mobile_Media-x_copyphotoorsms,Latent semantic indexing,20,2,0.1,1.0
BattleOfTanks-p2_rot_bleep1,Latent semantic indexing,5,1,0.2,1.0
Graph_Product_Line-directedonlyvertices,Latent semantic indexing,35,2,0.05714285714285714,1.0
Graph_Product_Line-weightedwithneighbors,Latent semantic indexing,53,4,0.07547169811320754,1.0
Mobile_Media-includesorting,Latent semantic indexing,21,5,0.19047619047619047,0.8
BattleOfTanks-mov_0,Latent semantic indexing,5,2,0.4,1.0
BattleOfTanks-p1_mov_beep1,Latent semantic indexing,5,1,0.2,1.0
Graph_Product_Line-weightedwithedges,Latent semantic indexing,53,2,0.03773584905660377,1.0
Graph_Product_Line-weightedonlyvertices,Latent semantic indexing,53,3,0.05660377358490566,1.0
Graph_Product_Line-withedges,Latent semantic indexing,53,1,0.0,0.0
BattleOfTanks-p1_rot_cork,Latent semantic indexing,5,1,0.2,1.0
Mobile_Media-x_notmisc,Latent semantic indexing,21,1,0.047619047619047616,1.0
Mobile_Media-capturevideo,Latent semantic indexing,30,4,0.13333333333333333,1.0
Graph_Product_Line-cycle,Latent semantic indexing,60,3,0.05,1.0
Graph_Product_Line-unweighted,Latent semantic indexing,53,1,0.0,0.0
BattleOfTanks-blue_white,Latent semantic indexing,5,1,0.2,1.0
Mobile_Media-includemmapi,Latent semantic indexing,30,11,0.26666666666666666,0.7272727272727273
Mobile_Media-x_notsimulateplayvideo,Latent semantic indexing,34,1,0.029411764705882353,1.0
Graph_Product_Line-number,Latent semantic indexing,58,3,0.05172413793103448,1.0
BattleOfTanks-p2_rot_cork,Latent semantic indexing,4,1,0.25,1.0
BattleOfTanks-p2_rot_siren_1,Latent semantic indexing,3,1,0.3333333333333333,1.0
BattleOfTanks-yellow_tier1_p1,Latent semantic indexing,4,1,0.25,1.0
BattleOfTanks-portal,Latent semantic indexing,4,1,0.25,1.0
Mobile_Media-x_capturephotoorvideo,Latent semantic indexing,34,2,0.058823529411764705,1.0
Graph_Product_Line-weighted,Latent semantic indexing,53,1,0.0,0.0
BattleOfTanks-black_p2,Latent semantic indexing,3,1,0.3333333333333333,1.0
Graph_Product_Line-bfs,Latent semantic indexing,53,4,0.0,0.0
Mobile_Media-x_smsorcapturephotoorcapturevideo,Latent semantic indexing,34,1,0.029411764705882353,1.0
BattleOfTanks-star_oval_small,Latent semantic indexing,4,1,0.25,1.0
